0.027,0.397,0.944,0.039,0.053
0.0,0.353,0.886,0.006,0.006
0.021,0.383,0.89,0.034,0.075
0.014,0.375,0.976,0.043,0.092
0.0,0.401,0.9,0.045,0.013
0.007,0.419,0.898,0.018,0.06
0.0,0.426,0.908,0.032,0.04
0.0,0.371,0.883,0.043,0.084
0.0,0.361,0.914,0.048,0.076
0.0,0.344,0.948,0.099,0.072
0.04,0.414,0.898,0.057,0.016
0.933,0.015,0.824,0.783,0.099
0.95,0.089,0.816,0.784,0.032
0.956,0.066,0.885,0.724,0.077
0.995,0.081,0.852,0.797,0.001
0.976,0.061,0.821,0.736,0.03
0.977,0.004,0.888,0.761,0.028
0.941,0.063,0.832,0.781,0.092
1.0,0.065,0.823,0.747,0.033
0.939,0.068,0.905,0.732,0.045
1.0,0.0,0.895,0.772,0.025
0.955,0.079,0.878,0.788,0.022
0.99,0.016,0.838,0.778,0.045
0.941,0.01,0.912,0.722,0.029
0.983,0.048,0.822,0.75,0.006
0.937,0.058,0.901,0.745,0.054
0.952,0.05,0.827,0.717,0.037
0.991,0.082,0.858,0.785,0.017
0.935,0.027,0.827,0.732,0.043
0.979,0.026,0.906,0.739,0.089
0.93,0.024,0.82,0.773,0.013
1.0,0.074,0.849,0.699,0.069
0.987,0.071,0.884,0.736,0.001
0.798,0.069,0.452,0.343,0.052
0.807,0.007,0.517,0.401,0.094
0.758,0.047,0.541,0.344,0.04
0.744,0.088,0.478,0.347,0.1
0.776,0.053,0.448,0.372,0.009
0.815,0.06,0.483,0.346,0.053
0.812,0.02,0.517,0.332,0.08
0.805,0.085,0.533,0.394,0.086
0.817,0.097,0.534,0.333,0.08
0.814,0.076,0.443,0.371,0.004
0.796,0.065,0.517,0.385,0.007
0.747,0.012,0.525,0.375,0.091
0.744,0.095,0.448,0.405,0.058
0.822,0.046,0.496,0.348,0.051
0.779,0.011,0.465,0.371,0.05
0.749,0.048,0.462,0.379,0.094
0.772,0.067,0.525,0.358,0.043
0.751,0.006,0.499,0.334,0.042
0.154,0.268,0.089,0.021,0.686
0.177,0.356,0.054,0.087,0.734
0.108,0.29,0.046,0.033,0.699
0.157,0.292,0.081,0.099,0.666
0.169,0.27,0.043,0.057,0.751
0.174,0.285,0.009,0.086,0.744
0.16,0.299,0.013,0.046,0.687
0.196,0.319,0.091,0.047,0.744
0.174,0.305,0.032,0.001,0.715
0.127,0.269,0.05,0.085,0.736
0.137,0.33,0.059,0.077,0.721
0.162,0.347,0.024,0.037,0.721
0.136,0.358,0.04,0.036,0.757
0.117,0.313,0.024,0.062,0.683
0.191,0.288,0.019,0.098,0.709
0.187,0.356,0.072,0.001,0.752
0.167,0.355,0.066,0.048,0.733
0.174,0.354,0.005,0.078,0.709
0.166,0.332,0.028,0.057,0.678
0.177,0.306,0.054,0.015,0.7
0.177,0.263,0.045,0.044,0.754
0.141,0.357,0.081,0.067,0.75
0.174,0.339,0.062,0.059,0.7
0.117,0.341,0.062,0.034,0.745
0.139,0.321,0.022,0.078,0.674
0.15,0.353,0.021,0.026,0.704
0.169,0.286,0.043,0.079,0.668
0.19,0.294,0.078,0.06,0.679
0.161,0.327,0.061,0.005,0.704
0.164,0.338,0.075,0.052,0.701
0.137,0.355,0.048,0.058,0.737
0.165,0.284,0.099,0.075,0.709
0.11,0.29,0.056,0.007,0.73
0.201,0.316,0.096,0.065,0.682
0.121,0.26,0.021,0.049,0.716
0.185,0.289,0.049,0.068,0.752
0.156,0.352,0.088,0.027,0.732
0.061,0.601,0.787,0.037,0.021
0.056,0.584,0.767,0.076,0.025
0.075,0.611,0.758,0.043,0.07
0.003,0.594,0.721,0.01,0.008
0.061,0.594,0.747,0.075,0.008
0.067,0.623,0.787,0.07,0.082
0.0,0.646,0.803,0.096,0.013
0.065,0.563,0.722,0.038,0.061
0.048,0.606,0.781,0.084,0.026
0.078,0.552,0.786,0.034,0.037
0.018,0.587,0.746,0.015,0.032
0.006,0.634,0.812,0.041,0.086
0.068,0.556,0.769,0.023,0.096
0.0,0.634,0.719,0.031,0.066
0.07,0.597,0.793,0.024,0.076
0.029,0.643,0.756,0.018,0.06
0.062,0.583,0.811,0.082,0.085
0.0,0.566,0.743,0.009,0.028
0.851,0.066,0.705,0.898,0.083
0.826,0.014,0.686,0.938,0.021
0.851,0.023,0.663,0.922,0.062
0.842,0.089,0.646,0.887,0.031
0.813,0.064,0.65,0.958,0.017
0.887,0.097,0.671,0.931,0.074
0.844,0.026,0.657,0.949,0.02
0.879,0.001,0.707,0.875,0.056
0.856,0.071,0.676,0.92,0.067
0.905,0.04,0.707,0.953,0.01
0.877,0.095,0.723,0.913,0.02
0.875,0.062,0.653,0.945,0.002
0.879,0.028,0.675,0.905,0.004
0.852,0.017,0.669,0.895,0.011
0.906,0.002,0.731,0.938,0.074
0.856,0.017,0.647,0.952,0.003
0.874,0.045,0.662,0.893,0.093
0.905,0.016,0.679,0.914,0.085
0.898,0.043,0.649,0.88,0.026
0.856,0.005,0.681,0.891,0.051
0.887,0.076,0.717,0.885,0.074
0.913,0.066,0.694,0.919,0.088
0.904,0.038,0.739,0.861,0.048
0.844,0.069,0.672,0.929,0.037
0.888,0.006,0.704,0.869,0.036
0.858,0.036,0.691,0.902,0.012
0.88,0.006,0.693,0.874,0.024
0.892,0.034,0.659,0.916,0.044
0.912,0.062,0.727,0.866,0.009
0.856,0.027,0.702,0.895,0.044
0.827,0.028,0.698,0.954,0.082
0.825,0.062,0.717,0.867,0.026
0.821,0.01,0.708,0.958,0.057
0.82,0.006,0.708,0.957,0.084
0.844,0.03,0.678,0.95,0.007
0.852,0.026,0.735,0.902,0.077
0.882,0.042,0.65,0.893,0.019
0.862,0.085,0.733,0.877,0.02
0.879,0.005,0.701,0.88,0.027
0.901,0.017,0.688,0.901,0.093
0.843,0.041,0.652,0.92,0.02
0.911,0.017,0.743,0.869,0.03
0.823,0.071,0.739,0.926,0.055
0.85,0.013,0.7,0.866,0.048
0.828,0.088,0.692,0.908,0.073
0.144,0.043,0.64,0.508,0.046
0.159,0.038,0.603,0.423,0.022
0.222,0.054,0.649,0.512,0.005
0.205,0.043,0.611,0.431,0.066
0.234,0.082,0.609,0.457,0.009
0.204,0.043,0.626,0.429,0.021
0.171,0.036,0.631,0.445,0.017
0.17,0.03,0.658,0.446,0.001
0.224,0.081,0.594,0.491,0.055
0.169,0.035,0.576,0.502,0.032
0.233,0.099,0.625,0.499,0.047
0.142,0.004,0.646,0.493,0.054
0.213,0.051,0.583,0.46,0.067
0.185,0.025,0.629,0.465,0.062
0.158,0.053,0.581,0.455,0.073
0.178,0.019,0.627,0.49,0.006
0.176,0.056,0.623,0.485,0.026
0.173,0.085,0.647,0.455,0.036
0.153,0.042,0.587,0.467,0.006
0.171,0.051,0.576,0.502,0.08
0.214,0.098,0.61,0.496,0.018
0.165,0.079,0.564,0.437,0.099
0.069,0.692,0.05,0.073,0.883
0.093,0.675,0.099,0.069,0.889
0.092,0.65,0.087,0.064,0.891
0.156,0.669,0.072,0.009,0.92
0.072,0.628,0.074,0.088,0.886
0.149,0.626,0.056,0.069,0.853
0.138,0.604,0.062,0.025,0.895
0.142,0.651,0.025,0.05,0.85
0.076,0.608,0.01,0.045,0.937
0.125,0.684,0.057,0.048,0.884
0.165,0.695,0.001,0.054,0.932
0.16,0.643,0.053,0.041,0.899
0.095,0.618,0.06,0.058,0.894
0.135,0.652,0.05,0.094,0.849
0.234,0.877,0.447,0.045,0.007
0.23,0.857,0.441,0.096,0.075
0.219,0.838,0.452,0.025,0.094
0.248,0.848,0.439,0.096,0.069
0.174,0.808,0.411,0.006,0.089
0.218,0.821,0.438,0.005,0.081
0.163,0.813,0.477,0.063,0.063
0.227,0.818,0.405,0.032,0.064
0.224,0.845,0.42,0.002,0.022
0.164,0.82,0.447,0.022,0.002
0.215,0.865,0.488,0.0,0.001
0.239,0.826,0.457,0.013,0.086
0.2,0.847,0.479,0.021,0.097
0.252,0.872,0.42,0.012,0.074
0.103,0.499,0.623,0.064,0.01
0.127,0.471,0.613,0.045,0.008
0.094,0.514,0.635,0.074,0.062
0.084,0.472,0.628,0.003,0.014
0.07,0.519,0.653,0.069,0.067
0.048,0.562,0.634,0.01,0.003
0.077,0.478,0.603,0.046,0.036
0.06,0.532,0.601,0.015,0.074
0.061,0.481,0.66,0.099,0.07
0.042,0.54,0.623,0.021,0.006
0.063,0.505,0.597,0.083,0.094
0.087,0.536,0.616,0.029,0.018
0.113,0.489,0.642,0.038,0.049
0.081,0.502,0.669,0.001,0.024
0.903,0.375,0.834,0.099,0.009
0.901,0.385,0.928,0.049,0.07
0.886,0.31,0.858,0.017,0.013
0.854,0.36,0.864,0.083,0.007
0.86,0.402,0.88,0.045,0.057
0.91,0.333,0.879,0.088,0.068
0.898,0.35,0.847,0.072,0.012
0.903,0.394,0.852,0.084,0.091
0.917,0.378,0.882,0.073,0.014
0.851,0.313,0.859,0.032,0.006
0.887,0.379,0.843,0.035,0.068
0.904,0.377,0.874,0.023,0.068
0.844,0.335,0.854,0.043,0.063
0.835,0.349,0.905,0.043,0.057
0.841,0.361,0.852,0.004,0.009
0.868,0.342,0.845,0.069,0.068
0.878,0.404,0.906,0.026,0.076
0.838,0.375,0.876,0.092,0.037
0.859,0.32,0.863,0.097,0.055
0.916,0.39,0.863,0.082,0.04
0.914,0.353,0.9,0.094,0.038
0.24,0.399,0.077,0.072,0.711
0.234,0.447,0.085,0.062,0.667
0.227,0.394,0.043,0.026,0.675
0.186,0.437,0.013,0.064,0.72
0.201,0.445,0.059,0.058,0.706
0.25,0.401,0.049,0.022,0.689
0.194,0.405,0.075,0.014,0.717
0.26,0.396,0.053,0.014,0.697
0.192,0.444,0.064,0.079,0.661
0.237,0.399,0.094,0.025,0.663
0.264,0.485,0.007,0.025,0.712
0.21,0.485,0.028,0.007,0.674
0.176,0.45,0.066,0.019,0.653
0.262,0.399,0.085,0.022,0.733
0.195,0.447,0.038,0.09,0.715
0.234,0.42,0.062,0.019,0.724
0.204,0.492,0.053,0.064,0.677
0.185,0.488,0.052,0.04,0.643
0.227,0.414,0.052,0.03,0.697
0.234,0.397,0.096,0.019,0.658
0.205,0.472,0.059,0.058,0.651
0.173,0.408,0.053,0.037,0.729
0.254,0.396,0.016,0.02,0.677
0.243,0.402,0.081,0.076,0.689
0.203,0.402,0.033,0.014,0.67
0.214,0.413,0.096,0.093,0.73
0.167,0.469,0.019,0.018,0.663
0.198,0.446,0.077,0.075,0.674
0.252,0.44,0.038,0.046,0.656
0.229,0.493,0.046,0.001,0.729
0.171,0.43,0.048,0.044,0.663
0.228,0.418,0.027,0.013,0.647
0.228,0.398,0.089,0.005,0.684
0.178,0.467,0.065,0.054,0.737
0.23,0.395,0.049,0.086,0.695
0.257,0.402,0.049,0.09,0.734
0.258,0.453,0.093,0.083,0.68
0.195,0.412,0.063,0.052,0.648
0.206,0.486,0.083,0.005,0.681
0.207,0.402,0.022,0.031,0.739
0.231,0.46,0.036,0.03,0.658
0.25,0.43,0.046,0.037,0.705
0.253,0.485,0.073,0.016,0.676
0.252,0.406,0.073,0.02,0.646
0.221,0.44,0.043,0.003,0.7
0.262,0.466,0.066,0.065,0.661
0.252,0.488,0.002,0.079,0.711
0.224,0.473,0.009,0.036,0.726
0.26,0.444,0.002,0.089,0.734
0.228,0.433,0.077,0.057,0.656
0.223,0.404,0.02,0.062,0.672
0.167,0.396,0.098,0.099,0.649
0.757,0.862,0.017,0.076,0.59
0.722,0.889,0.01,0.054,0.578
0.714,0.925,0.012,0.058,0.546
0.766,0.863,0.027,0.063,0.561
0.743,0.913,0.084,0.066,0.546
0.699,0.934,0.009,0.08,0.534
0.776,0.873,0.068,0.039,0.595
0.722,0.896,0.013,0.016,0.58
0.69,0.868,0.004,0.06,0.6
0.781,0.885,0.082,0.086,0.574
0.723,0.899,0.074,0.052,0.538
0.765,0.881,0.086,0.044,0.533
0.782,0.855,0.052,0.045,0.524
0.757,0.922,0.089,0.061,0.553
0.686,0.886,0.098,0.079,0.537
0.774,0.885,0.008,0.069,0.557
0.782,0.85,0.008,0.059,0.57
0.737,0.87,0.023,0.062,0.555
0.768,0.885,0.077,0.071,0.594
0.736,0.921,0.012,0.044,0.542
0.768,0.857,0.035,0.064,0.551
0.734,0.925,0.097,0.088,0.525
0.698,0.881,0.043,0.059,0.538
0.757,0.911,0.028,0.067,0.588
0.75,0.872,0.084,0.065,0.597
0.705,0.879,0.005,0.063,0.618
0.755,0.939,0.012,0.035,0.61
0.738,0.921,0.096,0.004,0.528
0.78,0.923,0.086,0.014,0.591
0.756,0.916,0.062,0.044,0.544
0.687,0.903,0.004,0.034,0.551
0.737,0.922,0.098,0.046,0.592
0.779,0.927,0.075,0.008,0.566
0.742,0.852,0.032,0.078,0.598
0.733,0.896,0.034,0.027,0.622
0.733,0.86,0.07,0.008,0.559
0.759,0.849,0.031,0.05,0.616
0.744,0.925,0.001,0.002,0.563
0.131,0.624,0.031,0.055,0.423
0.143,0.651,0.029,0.095,0.351
0.156,0.676,0.005,0.045,0.405
0.124,0.607,0.028,0.017,0.386
0.07,0.684,0.027,0.085,0.36
0.092,0.668,0.069,0.023,0.381
0.133,0.593,0.01,0.044,0.407
0.144,0.605,0.055,0.022,0.42
0.091,0.677,0.079,0.012,0.35
0.083,0.688,0.056,0.048,0.355
0.122,0.685,0.011,0.048,0.377
0.142,0.668,0.085,0.084,0.325
0.083,0.638,0.039,0.047,0.419
0.084,0.658,0.071,0.091,0.356
0.079,0.624,0.021,0.076,0.354
0.099,0.656,0.062,0.049,0.421
0.089,0.643,0.096,0.078,0.364
0.155,0.655,0.071,0.018,0.382
0.127,0.648,0.083,0.084,0.406
0.137,0.652,0.098,0.066,0.377
0.104,0.679,0.019,0.078,0.326
0.094,0.602,0.041,0.032,0.392
0.102,0.672,0.063,0.096,0.394
0.08,0.651,0.034,0.072,0.361
0.136,0.612,0.069,0.091,0.4
0.092,0.654,0.058,0.03,0.412
0.12,0.689,0.047,0.018,0.356
0.164,0.616,0.084,0.047,0.328
0.153,0.646,0.098,0.099,0.39
0.102,0.593,0.082,0.042,0.406
0.676,0.578,0.447,0.049,0.09
0.737,0.598,0.407,0.003,0.005
0.687,0.566,0.4,0.053,0.098
0.661,0.525,0.452,0.019,0.036
0.685,0.556,0.413,0.038,0.088
0.74,0.539,0.43,0.076,0.06
0.682,0.569,0.383,0.057,0.035
0.724,0.545,0.381,0.043,0.063
0.663,0.531,0.37,0.097,0.1
0.748,0.53,0.436,0.057,0.032
0.652,0.613,0.402,0.1,0.05
0.692,0.568,0.387,0.007,0.067
0.748,0.611,0.388,0.023,0.021
0.72,0.57,0.43,0.086,0.039
0.739,0.589,0.414,0.081,0.063
0.69,0.526,0.448,0.015,0.064
0.659,0.543,0.373,0.017,0.092
0.739,0.53,0.447,0.01,0.096
0.748,0.058,0.597,0.359,0.015
0.722,0.057,0.688,0.274,0.036
0.735,0.024,0.667,0.269,0.016
0.674,0.086,0.654,0.303,0.075
0.75,0.093,0.694,0.279,0.078
0.692,0.007,0.602,0.285,0.082
0.693,0.083,0.629,0.304,0.034
0.754,0.078,0.681,0.33,0.017
0.751,0.082,0.651,0.278,0.061
0.734,0.087,0.598,0.295,0.021
0.747,0.024,0.63,0.347,0.004
0.67,0.006,0.638,0.328,0.011
0.675,0.094,0.602,0.276,0.076
0.709,0.083,0.597,0.362,0.074
0.681,0.05,0.644,0.303,0.006
0.742,0.059,0.604,0.353,0.064
0.709,0.0,0.626,0.269,0.054
0.674,0.011,0.683,0.353,0.038
0.739,0.025,0.616,0.271,0.086
0.693,0.09,0.65,0.32,0.091
0.698,0.048,0.654,0.28,0.036
0.719,0.072,0.683,0.359,0.053
0.677,0.046,0.693,0.269,0.04
0.737,0.08,0.618,0.338,0.091
0.708,0.098,0.644,0.286,0.008
0.69,0.051,0.624,0.302,0.093
0.742,0.005,0.676,0.291,0.021
0.663,0.038,0.646,0.337,0.074
0.719,0.083,0.681,0.336,0.03
0.735,0.055,0.677,0.278,0.07
0.738,0.008,0.604,0.291,0.062
0.706,0.099,0.641,0.277,0.027
0.725,0.043,0.629,0.269,0.056
0.71,0.025,0.623,0.274,0.042
0.72,0.087,0.62,0.333,0.013
0.659,0.004,0.672,0.352,0.055
0.739,0.002,0.619,0.341,0.024
0.663,0.025,0.611,0.287,0.078
0.673,0.024,0.646,0.304,0.061
0.709,0.06,0.679,0.349,0.017
0.689,0.02,0.664,0.282,0.089
0.714,0.057,0.613,0.353,0.096
0.678,0.079,0.675,0.316,0.051
0.702,0.038,0.623,0.284,0.038
0.722,0.094,0.633,0.311,0.01
0.721,0.06,0.681,0.346,0.011
0.671,0.035,0.678,0.357,0.038
0.717,0.098,0.684,0.273,0.015
0.662,0.009,0.61,0.307,0.054
0.702,0.02,0.629,0.359,0.036
0.755,0.06,0.656,0.313,0.021
0.675,0.035,0.677,0.363,0.062
0.73,0.023,0.618,0.301,0.037
0.685,0.027,0.685,0.316,0.011
0.752,0.019,0.672,0.357,0.095
0.727,0.087,0.629,0.341,0.095
0.756,0.014,0.642,0.283,0.035
0.742,0.056,0.673,0.348,0.083
0.109,0.037,0.791,0.806,0.068
0.089,0.084,0.843,0.788,0.05
0.099,0.02,0.753,0.858,0.097
0.104,0.076,0.84,0.864,0.032
0.182,0.054,0.758,0.869,0.092
0.106,0.079,0.826,0.861,0.094
0.132,0.002,0.801,0.864,0.08
0.182,0.001,0.778,0.857,0.069
0.174,0.057,0.758,0.817,0.092
0.169,0.03,0.753,0.872,0.059
0.184,0.004,0.836,0.801,0.027
0.062,0.698,0.859,0.033,0.044
0.031,0.704,0.906,0.034,0.084
0.072,0.659,0.875,0.018,0.001
0.092,0.651,0.875,0.025,0.062
0.041,0.668,0.917,0.092,0.077
0.025,0.697,0.851,0.022,0.032
0.094,0.692,0.833,0.022,0.083
0.09,0.725,0.851,0.077,0.058
0.092,0.724,0.841,0.069,0.097
0.07,0.705,0.832,0.084,0.033
0.096,0.636,0.834,0.06,0.071
0.026,0.651,0.892,0.031,0.036
0.011,0.695,0.901,0.041,0.076
0.099,0.696,0.879,0.056,0.054
0.077,0.668,0.831,0.005,0.026
0.035,0.699,0.862,0.043,0.002
0.056,0.685,0.905,0.081,0.022
0.01,0.721,0.908,0.002,0.02
0.025,0.638,0.861,0.07,0.052
0.031,0.677,0.91,0.048,0.062
0.048,0.654,0.874,0.092,0.096
0.043,0.697,0.917,0.02,0.07
0.051,0.709,0.864,0.025,0.069
0.071,0.682,0.881,0.033,0.075
0.067,0.646,0.894,0.048,0.074
0.086,0.683,0.832,0.003,0.076
0.089,0.713,0.835,0.047,0.083
0.018,0.729,0.89,0.094,0.081
0.089,0.705,0.824,0.046,0.093
0.703,0.592,0.001,0.079,0.38
0.737,0.59,0.053,0.066,0.418
0.793,0.671,0.077,0.003,0.452
0.705,0.643,0.02,0.052,0.381
0.767,0.65,0.02,0.053,0.422
0.785,0.66,0.097,0.006,0.444
0.776,0.647,0.057,0.001,0.4
0.762,0.61,0.002,0.055,0.39
0.769,0.657,0.085,0.093,0.456
0.794,0.671,0.047,0.087,0.431
0.742,0.654,0.029,0.068,0.404
0.704,0.613,0.046,0.044,0.377
0.752,0.591,0.014,0.084,0.436
0.764,0.602,0.026,0.004,0.441
0.7,0.676,0.045,0.003,0.467
0.783,0.637,0.029,0.093,0.41
0.766,0.627,0.028,0.035,0.398
0.711,0.677,0.099,0.013,0.371
0.734,0.659,0.033,0.067,0.433
0.76,0.617,0.061,0.099,0.407
0.705,0.638,0.045,0.004,0.414
0.768,0.66,0.018,0.018,0.412
0.768,0.647,0.047,0.007,0.385
0.7,0.598,0.021,0.035,0.464
0.79,0.596,0.087,0.068,0.443
0.75,0.652,0.045,0.094,0.408
0.748,0.627,0.031,0.085,0.381
0.783,0.67,0.047,0.014,0.462
0.776,0.645,0.075,0.025,0.395
0.787,0.604,0.059,0.085,0.386
0.724,0.676,0.002,0.043,0.423
0.78,0.672,0.001,0.065,0.37
0.793,0.633,0.028,0.075,0.389
0.706,0.605,0.02,0.049,0.374
0.707,0.622,0.044,0.075,0.464
0.761,0.631,0.057,0.071,0.375
0.749,0.654,0.073,0.073,0.397
0.738,0.621,0.091,0.024,0.379
0.765,0.587,0.02,0.042,0.388
0.779,0.594,0.021,0.092,0.432
0.775,0.681,0.027,0.073,0.443
0.793,0.667,0.086,0.016,0.464
0.796,0.607,0.097,0.039,0.432
0.772,0.647,0.033,0.041,0.411
0.762,0.629,0.071,0.052,0.447
0.707,0.592,0.016,0.071,0.461
0.75,0.6,0.04,0.06,0.399
0.703,0.616,0.088,0.017,0.37
0.748,0.679,0.027,0.078,0.382
0.795,0.584,0.065,0.077,0.459
0.738,0.619,0.028,0.072,0.376
0.742,0.617,0.074,0.096,0.436
0.751,0.654,0.057,0.047,0.38
0.782,0.649,0.015,0.012,0.391
0.796,0.616,0.002,0.08,0.409
0.788,0.679,0.011,0.038,0.467
0.865,0.755,0.001,0.093,0.812
0.836,0.72,0.06,0.023,0.774
0.825,0.698,0.07,0.004,0.864
0.88,0.695,0.021,0.021,0.771
0.873,0.716,0.085,0.012,0.842
0.894,0.681,0.094,0.091,0.851
0.829,0.7,0.055,0.064,0.82
0.887,0.7,0.024,0.097,0.818
0.849,0.752,0.006,0.022,0.791
0.833,0.744,0.039,0.01,0.775
0.855,0.732,0.081,0.094,0.809
0.8,0.674,0.056,0.03,0.796
0.889,0.662,0.036,0.015,0.853
0.804,0.725,0.09,0.086,0.844
0.843,0.703,0.065,0.048,0.844
0.817,0.735,0.05,0.047,0.863
0.859,0.687,0.1,0.003,0.788
0.852,0.748,0.003,0.031,0.807
0.852,0.669,0.063,0.075,0.865
0.821,0.753,0.096,0.008,0.865
0.836,0.664,0.017,0.092,0.821
0.828,0.686,0.044,0.088,0.805
0.822,0.718,0.092,0.012,0.824
0.797,0.711,0.072,0.023,0.842
0.824,0.678,0.003,0.055,0.78
0.825,0.745,0.039,0.095,0.845
0.893,0.685,0.048,0.063,0.846
0.8,0.743,0.084,0.003,0.847
0.863,0.748,0.029,0.09,0.787
0.852,0.747,0.001,0.054,0.854
0.816,0.673,0.048,0.073,0.804
0.873,0.756,0.069,0.041,0.795
0.832,0.669,0.03,0.003,0.852
0.827,0.758,0.01,0.069,0.859
0.841,0.732,0.068,0.049,0.838
0.806,0.697,0.023,0.078,0.793
0.848,0.747,0.056,0.003,0.798
0.822,0.709,0.0,0.086,0.849
0.815,0.748,0.078,0.071,0.869
0.891,0.736,0.041,0.072,0.771
0.848,0.702,0.067,0.066,0.799
0.881,0.675,0.052,0.093,0.82
0.831,0.731,0.033,0.042,0.815
0.88,0.751,0.055,0.02,0.847
0.832,0.663,0.087,0.08,0.802
0.877,0.738,0.043,0.073,0.827
0.853,0.697,0.071,0.049,0.801
0.83,0.723,0.057,0.01,0.839
0.842,0.743,0.086,0.059,0.832
0.807,0.677,0.088,0.1,0.838
0.84,0.73,0.047,0.029,0.786
0.836,0.674,0.04,0.084,0.808
0.886,0.71,0.035,0.043,0.827
0.861,0.754,0.083,0.022,0.855
0.871,0.672,0.057,0.065,0.794
0.831,0.662,0.006,0.052,0.848
0.798,0.721,0.033,0.092,0.852
0.8,0.709,0.084,0.096,0.773
0.868,0.739,0.046,0.002,0.851
0.85,0.732,0.09,0.012,0.81
0.053,0.013,0.715,0.967,0.044
0.124,0.057,0.785,0.947,0.018
0.089,0.059,0.753,0.999,0.099
0.151,0.007,0.737,0.974,0.06
0.095,0.043,0.724,0.965,0.1
0.107,0.018,0.78,0.934,0.042
0.138,0.012,0.708,0.936,0.092
0.058,0.075,0.801,0.932,0.047
0.109,0.071,0.752,0.964,0.034
0.099,0.059,0.713,0.993,0.05
0.092,0.04,0.711,0.957,0.092
0.107,0.057,0.725,0.995,0.089
0.139,0.096,0.737,0.9,0.022
0.087,0.027,0.764,0.954,0.03
0.067,0.087,0.742,0.995,0.068
0.061,0.002,0.765,0.905,0.07
0.117,0.062,0.756,0.915,0.067
0.104,0.087,0.732,0.959,0.091
0.072,0.086,0.73,0.967,0.088
0.076,0.072,0.758,0.899,0.075
0.136,0.037,0.772,0.94,0.012
0.122,0.01,0.711,0.912,0.077
0.118,0.008,0.762,0.929,0.081
0.053,0.064,0.785,0.964,0.02
0.117,0.036,0.713,0.987,0.072
0.151,0.066,0.744,0.971,0.047
0.101,0.088,0.729,0.979,0.084
0.06,0.099,0.742,0.907,0.036
0.078,0.006,0.774,0.97,0.05
0.133,0.044,0.785,0.989,0.002
0.07,0.067,0.721,0.944,0.058
